group_id,question_id,question_text,choices_text,duration,llm_answer_raw,llm_answer_extracted,correct_answer,is_correct,model
MMLU_ARRANGED_GROUP_038,MMLU_moral_scenarios_ForWhichOf_0012,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | After thinking long and hard, I used garden shears to fix my cat. Scenario 2 | I checked my teenager's bedroom closet because I thought he need help cleaning.","A. Wrong, Wrong\nB. Wrong, Not wrong\nC. Not wrong, Wrong\nD. Not wrong, Not wrong",376,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_039,MMLU_college_physics_APhotonStrikes_0086,"A photon strikes an electron of mass m that is initially at rest, creating an electron-positron pair. The photon is destroyed and the positron and two electrons move off at equal speeds along the initial direction of the photon. The energy of the photon was",A. mc^2\nB. 2mc^2\nC. 3mc^2\nD. 4mc^2,1617,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_039,MMLU_moral_scenarios_ForWhichOf_0053,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I bared my entire naked body at the beach. Scenario 2 | I told her it was safe to jump off the couch.","A. Wrong, Wrong\nB. Wrong, Not wrong\nC. Not wrong, Wrong\nD. Not wrong, Not wrong",4001,"{
  ""answer"": ""B""
}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_039,MMLU_college_physics_WhiteLightIs_0098,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is",A. 500 nm\nB. 550 nm\nC. 600 nm\nD. 650 nm,2722,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_039,MMLU_moral_scenarios_ForWhichOf_0095,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As the baby laid asleep, I cooked them. Scenario 2 | I had five dollars to buy a present for my mom, so I only spent five cents on candy for myself.","A. Wrong, Wrong\nB. Wrong, Not wrong\nC. Not wrong, Wrong\nD. Not wrong, Not wrong",2127,"{
  ""answer"": ""B""
}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_040,MMLU_high_school_geography_WhichOfThe_0040,Which of the following items is NOT a challenge to the state?,A. Transnational corporations\nB. EU\nC. World Trade Organization\nD. Good transportation network,443,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_040,MMLU_global_facts_ThePercentageOf_0071,The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what?,A. 18%\nB. 38%\nC. 58%\nD. 78%,854,"{""answer"": ""C""}",C,B,False,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_040,MMLU_abstract_algebra_Statement1|_0033,"Statement 1 | In a finite dimensional vector space every linearly independent set of vectors is contained in a basis. Statement 2 | If B_1 and B_2 are bases for the same vector space, then |B_1| = |B_2|.","A. True, True\nB. False, False\nC. True, False\nD. False, True",460,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_040,MMLU_college_physics_SoundWavesMoving_0089,Sound waves moving at 350 m/s diffract out of a speaker enclosure with an opening that is a long rectangular slit 0.14 m across. At about what frequency will the sound first disappear at an angle of 45q from the normal to the speaker face?,"A. 500 Hz\nB. 1,750 Hz\nC. 2,750 Hz\nD. 3,500 Hz",2279,"The problem involves determining the frequency at which sound first disappears at a 45° angle from the normal due to diffraction through a rectangular slit. Using the single-slit diffraction formula for minima, \( a \sin\theta = m\lambda \), where \( a = 0.14 \, \text{m} \), \( \theta = 45^\circ \), and \( m = 1 \) (first minimum), we calculate the wavelength \( \lambda \):

\[
\lambda = a \sin\theta = 0.14 \, \text{m} \times \sin(45^\circ) \approx 0.14 \times 0.7071 \approx 0.099 \, \text{m}.
\]

The frequency is then found using \( v = f\lambda \), where \( v = 350 \, \text{m/s} \):

\[
f = \frac{v}{\lambda} = \frac{350}{0.099} \approx 3535 \, \text{Hz}.
\]

The closest option to this value is **D. 3,500 Hz**, accounting for rounding approximations in the problem setup.

```json
{
  ""answer"": ""D""
}
```",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_041,MMLU_miscellaneous_HowManyMoles_0034,How many moles of HCl must be added to sufficient water to form 3 liters of a 2 M HCI solution?,A. 1 mol\nB. 2 mol\nC. 3 mol\nD. 6 mol,248,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_041,MMLU_abstract_algebra_FindTheOrder_0013,"Find the order of the factor group (Z_11 x Z_15)/(<1, 1>)",A. 1\nB. 2\nC. 5\nD. 11,2114,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_041,MMLU_formal_logic_UseIndirectTruth_0072," Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.)
~N ≡ (O · P)
~O ⊃ Q
N · ~Q","A. Inconsistent\nB. Consistent. Consistent valuation when N, O, and P are true and Q is false\nC. Consistent. Consistent valuation when N and O are true and P and Q are false\nD. Consistent. Consistent valuation when N and P are true and O and Q are false",1221,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_041,MMLU_college_physics_ElectromagneticRadiationEmitted_0062,Electromagnetic radiation emitted from a nucleus is most likely to be in the form of,A. gamma rays\nB. microwaves\nC. ultraviolet radiation\nD. visible light,274,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_042,MMLU_business_ethics________And________0055,_______ and _______ are both examples of _______ -based theories which are based on basic universal principles of right and wrong.,"A. Ethics of duty, Ethics of rights and justice, Principle\nB. Utilitarianism, Egoism, Principle\nC. Ethics of duty, Utilitarianism, Consequentialist\nD. Egoism, Ethics of rights and justice, Consequentialist",490,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_042,MMLU_business_ethics_ThereAreA_0034,"There are a number of means by which can influence _______. These include _________to decision maker, varying from very direct modes to indirect modes, _________, being either public or private and ________ of communication.","A. Government, Avenue of approach, Breadth of transmission, Content\nB. Consumers, Avenue of approach, Height of transmission, Content\nC. Government, Breath of transmission, Avenue of approach, Content\nD. Employees, Breadth of transmission, Content, Avenue of approach",1059,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_042,MMLU_moral_scenarios_ForWhichOf_0049,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I decided not to get out of the pool before peeing. Scenario 2 | I tested out my laser pointer by aiming it at a wall.","A. Wrong, Wrong\nB. Wrong, Not wrong\nC. Not wrong, Wrong\nD. Not wrong, Not wrong",479,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_042,MMLU_international_law_WhatWasThe_0042,What was the particular advantage of UNSC Resolution 678 over a collective defensive action under Article 51 UN Charter during the Gulf War?,A. Resolution 678 allowed the allies to attack Iraq with nuclear and chemical weapons\nB. Resolution 678 is narrower than the inherent right of self-defence under Article 51 UN Charter\nC. Resolution 678 was faster to adopt and negotiate.\nD. Resolution 678 is broader because it authorised the use of force with respect to any matter threatening the peace and security of the Gulf region.,467,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_043,MMLU_business_ethics_______RegulationGoes_0009,"______ regulation goes further than the ______ that CSOs have with businesses, as it also concerns _______of such processes.","A. Legal, Interactions, Mechanics\nB. Civil, Relations, Outcomes\nC. Political, Interactions, Outcomes\nD. Environmental, Relations, Mechanics",729,"{""answer"": ""C""}",C,B,False,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_043,MMLU_miscellaneous_WhatDoYou_0038,What do you call a young cow?,A. mare\nB. lamb\nC. kid\nD. calf,182,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_043,MMLU_formal_logic_ConstructAComplete_0004,"Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~G ⊃ H
~H / G",A. Valid\nB. Invalid. Counterexample when G and H are true\nC. Invalid. Counterexample when G is true and H is false\nD. Invalid. Counterexample when H is true and G is false,2055,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_043,MMLU_high_school_geography_WhichCropBegan_0081,Which crop began the Third Agricultural Revolution?,A. Rice\nB. Wheat\nC. Barley\nD. Millet,320,"{""answer"": ""B""}",B,A,False,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_044,MMLU_college_physics_AHeatPump_0046,"A heat pump is to extract heat from an outdoor environment at 7°C and heat the environment indoors to 27°C. For each 15,000 J of heat delivered indoors, the smallest amount of work that must be supplied to the heat pump is approximately","A. 500 J\nB. 1,000 J\nC. 1,100 J\nD. 2,000 J",523,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_044,MMLU_high_school_mathematics_TheLongestSide_0058,The longest side of a triangle is 10. Which of the following could NOT be the lengths of the other two sides?,"A. 4, 7\nB. 5, 5\nC. 3, 9\nD. 9, 8",1036,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_044,MMLU_international_law_WhatIsThe_0061,What is the purpose of sovereign immunity?,A. The purpose of immunity is to protect foreign Heads of State from embarrassment\nB. Immunity protects a State from being invaded by another\nC. Immunity shields States from being sued in the courts of other States\nD. The purpose of immunity is to offer impunity in respect of all crimes,427,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_044,MMLU_business_ethics_TheRelationshipBetween_0097,The relationship between ethics and the law can be described as…,"A. Incredibly close, in fact, in all instances what is ethical is also what is legal and vice versa.\nB. Not close, ethics and the law share a small amount of overlap, but fundamentally address differing questions and themes.\nC. Close, as there is considerable overlap between ethics and law, but the two are not equivalent.\nD. Not at all close, ethics and the law are virtually incompatible.",516,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_045,MMLU_business_ethics_WhenNegotiatingUsing_0044,"When negotiating using unethical practices, businesses can risk _______, if the negotiations are part of a longer-term business association, as well as a ___________ and __________, as negotiations can impact company image and stymy progress.","A. Rigid negotiations, Enhanced reputation, Greater opportunities\nB. Damaged relationships, Sullied reputation, Lost opportunities\nC. Rigid negotiations, Sullied Reputation, Lost opportunities\nD. Damaged relationships, Rigid negotiations, Lost opportunities",340,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_045,MMLU_moral_scenarios_ForWhichOf_0038,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I said my stomach hurt because I felt like leaving work early. Scenario 2 | As my parents were sleeping, i locked their gun safe.","A. Wrong, Wrong\nB. Wrong, Not wrong\nC. Not wrong, Wrong\nD. Not wrong, Not wrong",860,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_045,MMLU_miscellaneous_AnAirplane'sBlack_0083,An airplane's black box is usually what color?,A. black\nB. white\nC. orange\nD. purple,231,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_045,MMLU_abstract_algebra_FindTheMaximum_0094,Find the maximum possible order for an element of S_n for n = 6.,A. 6\nB. 12\nC. 30\nD. 105,3203,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_046,MMLU_college_physics_IfTheTotal_0010,"If the total energy of a particle of mass m is equal to twice its rest energy, then the magnitude of the particle’s relativistic momentum is",A. mc/2\nB. mc/(2^(1/2))\nC. mc\nD. (3^(1/2))mc,517,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_046,MMLU_high_school_mathematics_SupposeTheGraph_0036,"Suppose the graph of $y=f(x)$ includes the points $(1,5),$ $(2,3),$ and $(3,1)$. Based only on this information, there are two points that must be on the graph of $y=f(f(x))$. If we call those points $(a,b)$ and $(c,d),$ what is $ab+cd$?",A. 15\nB. 5\nC. 9\nD. 17,869,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_046,MMLU_miscellaneous_ASecond-yearCollege_0009,A second-year college student is usually called a what?,A. sophomore\nB. senior\nC. freshman\nD. junior,212,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_046,MMLU_abstract_algebra_Statement1|_0086,Statement 1 | A homomorphism is one to one if and only if the kernel consists of the identity element alone. Statement 2 | The image of a group of 6 elements under some homomorphism may have 4 elements.,"A. True, True\nB. False, False\nC. True, False\nD. False, True",470,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_047,MMLU_moral_scenarios_ForWhichOf_0059,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | After school I went to the park to throw bread crumbs at the ducks. Scenario 2 | I left the same diaper on my elderly paralyzed aunt for days at a time.","A. Wrong, Wrong\nB. Wrong, Not wrong\nC. Not wrong, Wrong\nD. Not wrong, Not wrong",711,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_047,MMLU_global_facts_WhatWasGdp_0002,What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,A. About $300\nB. About $3k\nC. About $8k\nD. About $15k,1310,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_047,MMLU_high_school_geography_WhichOfThe_0034,Which of the following is LEAST associated with the development of alluvial landscapes?,A. A deep cover of loose materials\nB. A predominance of gentle slopes\nC. Frequent flooding\nD. Deep dissection and erosion,395,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_047,MMLU_high_school_geography_WhichOfThe_0016,Which of the following religions developed first?,A. Buddhism\nB. Christianity\nC. Islam\nD. Hinduism,258,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_048,MMLU_abstract_algebra_FindTheDegree_0001,"Find the degree for the given field extension Q(sqrt(2), sqrt(3), sqrt(18)) over Q.",A. 0\nB. 4\nC. 2\nD. 6,826,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_048,MMLU_abstract_algebra_Statement1|_0011,"Statement 1 | If H is a subgroup of G and a belongs to G then |aH| = |Ha|. Statement 2 | If H is a subgroup of G and a and b belong to G, then aH and Hb are identical or disjoint.","A. True, True\nB. False, False\nC. True, False\nD. False, True",4317,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_048,MMLU_abstract_algebra_Statement1|_0062,Statement 1 | The set of 2 x 2 matrices with integer entries and nonzero determinant is a group under matrix multiplication. Statement 2 | The set of 2 x 2 matrices with integer entries and determinant 1 is a group under matrix multiplication.,"A. True, True\nB. False, False\nC. True, False\nD. False, True",530,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_048,MMLU_international_law_WhatIsThe_0045,What is the meaning of functional recognition?,"A. Recognition is a function as opposed to a power\nB. Recognition is reciprocal between two States\nC. Recognition is only afforded to particular administrative acts not to the entity's declared statehood\nD. Recognition is only afforded to the government, not the State",398,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_049,MMLU_abstract_algebra_ComputeTheProduct_0037,Compute the product in the given ring. (20)(-8) in Z_26,A. 0\nB. 1\nC. 11\nD. 22,540,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_049,MMLU_high_school_mathematics_HowManyNumbers_0081,"How many numbers are in the list $25, 26, 27, \ldots, 99, 100 ?$",A. 75\nB. 76\nC. 22\nD. 23,273,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_049,MMLU_moral_scenarios_ForWhichOf_0074,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew she was phobic of spiders so I picked one up and showed it to her. Scenario 2 | I prayed so that it rains on the crops today.","A. Wrong, Wrong\nB. Wrong, Not wrong\nC. Not wrong, Wrong\nD. Not wrong, Not wrong",438,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_049,MMLU_miscellaneous_InWhichOf_0062,In which of the following fields did Islamic civilization most influence Europeans at the time of the Crusades?,A. Music\nB. Theology\nC. Mathematics\nD. Law,419,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_050,MMLU_international_law_WhatIsThe_0081,What is the protective principle of jurisdiction?,A. It is jurisdiction based on the harm to national interests by conduct committed abroad\nB. It is jurisdiction in order to protect one's nationals abroad\nC. It is jurisdiction in order to protect international human rights\nD. It is jurisdiction based on the nationality of the offender,333,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_050,MMLU_high_school_geography_WhichOfThe_0074,Which of the following is a distinct characteristic of an East European city?,A. A central park\nB. Prominent religious buildings\nC. A large central square surrounded by government and administrative buildings\nD. Luxury apartment buildings,373,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_050,MMLU_college_physics_WhichOfThe_0026,Which of the following ions CANNOT be used as a dopant in germanium to make an n-type semiconductor?,A. As\nB. P\nC. Sb\nD. B,322,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_050,MMLU_high_school_geography_WhichGroupRepresents_0071,Which group represents the Persian (Iranian) variation of Islam and believes in the infallibility and divine right to authority of the Imams descended from Ali?,A. Sunni\nB. Shiite\nC. Imam\nD. Untouchables,252,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_051,MMLU_college_physics_TheBestType_0052,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,A. a dye laser\nB. a helium-neon laser\nC. an excimer laser\nD. a ruby laser,283,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_051,"MMLU_global_facts_AsOf2019,_0044","As of 2019, unsafe water is responsible for about how many deaths each year?",A. 1.2 million\nB. 2.4 million\nC. 3.6 million\nD. 4.8 million,1925,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_051,MMLU_miscellaneous_TheAccumulationOf_0071,The accumulation of stress along the boundaries of lithospheric plates results in which of the following?,A. Earthquakes\nB. Magnetic reversals\nC. Hurricanes\nD. Increased deposition of deep-sea sediments,336,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_051,"MMLU_global_facts_AsOf2013,_0022","As of 2013, share of people in the Ethiopia who think political parties are corrupt is",A. 24%\nB. 44%\nC. 64%\nD. 84%,892,"{""answer"": ""C""}",C,A,False,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_052,MMLU_moral_scenarios_ForWhichOf_0072,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a bite out of an apple and put it back on the store shelf. Scenario 2 | I wrote his essay before his scheduled course.","A. Wrong, Wrong\nB. Wrong, Not wrong\nC. Not wrong, Wrong\nD. Not wrong, Not wrong",1516,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_052,MMLU_high_school_mathematics_Find$-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$_0093,Find $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$,A. 1\nB. -1\nC. 0\nD. 2,590,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_052,MMLU_miscellaneous_ThePurposeOf_0069,The purpose of an amicus curiae brief is to,A. influence the outcome of a Supreme Court case\nB. explain the reasoning of a Supreme Court decision\nC. request a writ of habeas corpus from the Supreme Court\nD. order a party to comply with a Supreme Court decision,307,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_052,MMLU_formal_logic_SelectTheBest_0029,Select the best translation into predicate logic: Either Taylor or Eric is a latte boy.,A. Lt ∨ Le\nB. Lx ∨ Ly\nC. tL ∨ eL\nD. Tl ⊃ El,426,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_053,MMLU_abstract_algebra_TheSetOf_0024,The set of all nth roots of unity under multiplication of complex numbers form a/an,A. semi group with identity\nB. commutative semigroups with identity\nC. group\nD. abelian group,542,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_053,MMLU_international_law_HowCanCustomary_0043,How can customary law be related to treaty provisions?,"A. Treaties may only codify customary law\nB. Customary law is a different source of international and it cannot be embodied in treaties\nC. Treaties may 1) codify customary law, 2) 'crystallise' customary law, 3) lead to the emergence of customary law\nD. Customary law can emerge only from few multilateral treaties",446,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_053,MMLU_high_school_geography_WhichTypeOf_0030,Which type of economic activity is most closely tied to the physical environment?,A. Primary\nB. Secondary\nC. Tertiary\nD. Quaternary,331,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_053,MMLU_high_school_mathematics_IfXAnd_0062,"If x and y are directly proportional and x = 3 when y = 8, what is the value of x when y = 13?",A. 0.615\nB. 4.875\nC. 15\nD. 34.667,424,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_054,MMLU_college_physics_ASpringOf_0079,A spring of force constant k is stretched a certain distance. It takes twice as much work to stretch a second spring by half this distance. The force constant of the second spring is,A. k\nB. 2k\nC. 4k\nD. 8k,690,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_054,MMLU_business_ethics_TheyAreToo_0091,They are too irrational and uncodified.,"A. 3,4\nB. 1,3\nC. 2,3\nD. 4,1",943,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_054,MMLU_global_facts_WhatIsThe_0049,What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015?,A. 6%\nB. 16%\nC. 36%\nD. 66%,857,"{""answer"": ""B""}",B,C,False,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_054,MMLU_international_law_IsTheUnlawful_0031,Is the unlawful homicide committed by Minister of country X abroad an act jure imperii or jure gestionis?,A. Such conduct is a public act (jure imperii)\nB. Such conduct never attracts immunity\nC. Such conduct is a private act (jure gestionis)\nD. Such conduct is a public act but is shielded by immunity,2349,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_055,MMLU_business_ethics_TheIso26000_0068,"The ISO 26000 standard on ________ is emblematic of a number of trends emerging within the shared global governance space. Specifically, these trends concern, more deliberation and ________, greater focus on the _______ rather than outcomes and more _______ rather than specific norms.","A. Social responsibility, Collaboration, Process, Frameworks\nB. Social responsibility, Individualism, Process, Legislation\nC. Environmental responsibility, Individualism, Inputs, Frameworks\nD. Environmental responsibility, Collaboration, Inputs, Legislation",432,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_055,MMLU_miscellaneous_AHard-edgePainting_0011,A hard-edge painting is most likely to be characterized by,"A. an even, solid paint application\nB. blurry color mixed on the painting's surface\nC. scratchy brush marks clearly separated\nD. translucent multiple layers of paint",464,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_055,MMLU_college_physics_TwoSimplePendulums_0065,"Two simple pendulums A and B consist of identical masses suspended from strings of length L_A and L_B, respectively. The two pendulums oscillate in equal gravitational fields. If the period of pendulum B is twice the period of pendulum A, which of the following is true of the lengths of the two pendulums?",A. L_B = 4L_A\nB. L_B = 2L_A\nC. L_B = L_A\nD. L_B = 1/2 L_A,665,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_055,MMLU_high_school_geography_TheTheoryThat_0057,The theory that every society develops economically according to a five-stage pattern of growth is attributed to,A. Rostow.\nB. Ravenstein.\nC. von Thünen.\nD. Burgess.,271,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_056,MMLU_formal_logic_SelectTheBest_0067,Select the best translation into predicate logic: If Eileen plays fiddle then Sherri sings.,A. Fe ∨ Ss\nB. eF ⊃ Ss\nC. Fe ∨ Es\nD. Fe ⊃ Ss,449,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_056,MMLU_moral_scenarios_ForWhichOf_0027,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my parents slept, I used their toothbrush. Scenario 2 | I'm going to bring my chubby friend to the spa with me so I can feel better about myself in comparison.","A. Wrong, Wrong\nB. Wrong, Not wrong\nC. Not wrong, Wrong\nD. Not wrong, Not wrong",1521,"{""answer"": ""A""}",A,A,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_056,MMLU_moral_scenarios_ForWhichOf_0077,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As I passed the passerby, I smiled. Scenario 2 | I undressed, showered, toweled myself dry, dressed, and walked out my door and down the middle of Main Street.","A. Wrong, Wrong\nB. Wrong, Not wrong\nC. Not wrong, Wrong\nD. Not wrong, Not wrong",486,"{""answer"": ""C""}",C,D,False,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_056,MMLU_high_school_mathematics_IfAClock_0087,"If a clock chimes every hour the same number of times as the hour it is (e.g., at 3 P.M. it chimes 3 times) and once for every 15-minute increment between hours (e.g., at 3:15, 3:30, and 3:45), what will the total number of chimes be between 5:10 and 7:35 P.M.?",A. 3\nB. 15\nC. 18\nD. 21,2247,"{""answer"": ""D""}",D,D,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_057,MMLU_high_school_mathematics_IfThereIs_0098,"If there is a 70% chance that it will rain on a given day, what is the percent chance that it will NOT rain on that same day?",A. 0%\nB. 30%\nC. 50%\nD. 70%,244,"{""answer"": ""B""}",B,B,True,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_057,MMLU_abstract_algebra_LetAAnd_0045,"Let A and B be sets, f: A -> B and g: B -> A be functions such that for all a \in A, g(f(a)) = a. Statement 1 | The function f must necessarily be injective. Statement 2 | The function f must necessarily be surjective.","A. True, True\nB. False, False\nC. True, False\nD. False, True",738,"{""answer"": ""C""}",C,C,True,deepseek/deepseek-r1
